"","Name","FTA","FT.","OREB","DREB","REB","AST","STL","BLK","TOV","TARGET_5Yrs","rule_180","STL_TOV_ratio","double_time","EEF","EEF_GP","EEF_MIN"
"644","Jaylen Brown",1.1,"Low","normal","normal",1.8,"normal","normal","normal","Low",0,139.4,0.5,0,5.6,0.164705882352941,0.417910447761194
"645","Ivan Johnson",1.8,"Moderate","outstanding","outstanding",4,"normal","normal","normal","Moderate",0,156.6,0.666666666666667,0,9.2,0.164285714285714,0.550898203592814
"646","Alec Burks",2.4,"Moderate","normal","normal",2.2,"normal","normal","normal","Moderate",1,148.9,0.555555555555556,0,6.7,0.113559322033898,0.421383647798742
"647","Lavoy Allen",0.3,"Moderate","outstanding","outstanding",4.2,"normal","normal","outstanding","Low",1,125.9,0.6,0,8.7,0.21219512195122,0.572368421052632
"648","Lance Thomas",1.5,"Moderate","outstanding","normal",3,"normal","normal","normal","Low",1,129.1,0.333333333333333,0,5.4,0.128571428571429,0.36
"649","Jordan Williams",1.5,"Low","outstanding","normal",3.6,"normal","normal","normal","Low",0,115.9,1,0,7.4,0.172093023255814,0.5
"650","Josh Harrellson",0.7,"Low","outstanding","normal",3.9,"normal","normal","outstanding","Low",0,137.7,1.2,0,7.9,0.213513513513514,0.541095890410959
"651","Greg Stiemsma",0.7,"Low","normal","normal",3.2,"normal","normal","outstanding","Low",0,125.2,1.16666666666667,0,7.8,0.141818181818182,0.561151079136691
"652","Jeremy Tyler",1.2,"Low","outstanding","normal",3.3,"normal","normal","outstanding","Moderate",0,97.9,0.444444444444444,0,6.6,0.157142857142857,0.488888888888889
"653","Malcolm Lee",0.9,"Moderate","normal","normal",1.4,"normal","normal","normal","Moderate",0,141.4,0.444444444444444,0,4.4,0.231578947368421,0.34375
"654","Nolan Smith",0.6,"Moderate","normal","normal",1.3,"normal","normal","normal","Moderate",0,137.5,0.444444444444444,0,4.4,0.1,0.357723577235772
"655","Shelvin Mack",0.9,"Low","normal","normal",1.4,"normal","normal","normal","Moderate",1,139.8,0.5,0,5.1,0.0796875,0.418032786885246
"656","Jon Leuer",0.6,"Moderate","normal","normal",2.6,"normal","normal","outstanding","Low",1,159.1,0.75,0,7.5,0.16304347826087,0.619834710743802
"657","Tobias Harris",1.3,"Moderate","normal","normal",2.4,"normal","normal","normal","Low",1,154.3,0.428571428571429,0,6.2,0.147619047619048,0.543859649122807
"658","Cory Higgins",1.6,"Low","normal","normal",0.9,"normal","normal","normal","Moderate",0,122.5,0.1,0,2,0.0526315789473684,0.18018018018018
"659","Andrew Goudelock",0.3,"High","normal","normal",0.8,"normal","normal","normal","Low",0,168.1,0.2,0,4,0.1,0.380952380952381
"660","Jordan Hamilton",0.2,"Low","normal","normal",2.4,"normal","normal","normal","Low",1,119.4,0.166666666666667,0,6.3,0.242307692307692,0.636363636363636
"661","Mickell Gladness",0.5,"Low","normal","normal",2.2,"normal","normal","outstanding","Low",0,92.4,0.333333333333333,0,4.4,0.169230769230769,0.45360824742268
"662","Patrick McCaw",0.2,"Low","normal","normal",1,"normal","normal","normal","Low",0,126.4,0.666666666666667,0,4.1,0.157692307692308,0.336065573770492
"663","Jeremy Pargo",0.6,"Low","normal","normal",0.8,"normal","normal","normal","Moderate",0,118.9,0.272727272727273,0,2.4,0.0545454545454545,0.25
"664","E'Twaun Moore",0.2,"High","normal","normal",0.9,"normal","normal","normal","Low",1,175.9,0.5,0,3.5,0.0921052631578947,0.402298850574713
"665","Jimmy Butler",1.3,"Moderate","normal","normal",1.3,"normal","normal","normal","Low",1,135.5,1,0,2.7,0.0642857142857143,0.317647058823529
"666","JaJuan Johnson",0.3,"Low","normal","normal",1.6,"normal","normal","outstanding","Low",0,111.3,0.25,0,4.4,0.122222222222222,0.530120481927711
"667","Blake Griffin",8.5,"Low","outstanding","outstanding",12.1,"outstanding","normal","outstanding","High",1,144,0.296296296296296,2,28.8,0.351219512195122,0.757894736842105
"668","John Wall",5.7,"Moderate","normal","outstanding",4.6,"outstanding","outstanding","outstanding","High",1,147.1,0.473684210526316,1,19.6,0.284057971014493,0.518518518518518
"669","Landry Fields",1.8,"Moderate","outstanding","outstanding",6.4,"normal","normal","normal","Moderate",1,165.9,0.769230769230769,0,16,0.195121951219512,0.516129032258065
"670","DeMarcus Cousins",5,"Low","outstanding","outstanding",8.6,"outstanding","outstanding","outstanding","High",1,128.4,0.333333333333333,1,17,0.209876543209877,0.596491228070175
"671","Greg Monroe",2.9,"Low","outstanding","outstanding",7.5,"normal","outstanding","outstanding","Moderate",1,117.3,1.2,0,16.8,0.21,0.60431654676259
"672","Wesley Johnson",1.2,"Low","normal","normal",3,"normal","normal","outstanding","Moderate",1,144.9,0.583333333333333,0,11.1,0.140506329113924,0.423664122137405
"673","Ed Davis",2,"Low","outstanding","outstanding",7.1,"normal","normal","outstanding","Low",1,113.1,0.857142857142857,0,15.2,0.233846153846154,0.617886178861789
"674","Jordan Crawford",2,"Moderate","normal","normal",2.5,"outstanding","normal","normal","High",0,151.1,0.45,1,11.3,0.269047619047619,0.461224489795918
"675","Evan Turner",1.6,"Moderate","normal","outstanding",3.9,"normal","normal","normal","Moderate",1,155.1,0.6,0,10.3,0.132051282051282,0.447826086956522
"676","Eric Bledsoe",1.6,"Moderate","normal","normal",2.8,"outstanding","outstanding","normal","High",1,144.4,0.458333333333333,0,9.5,0.117283950617284,0.418502202643172
"677","Gary Neal",1.3,"Moderate","normal","normal",2.5,"normal","normal","normal","Moderate",1,167.8,0.3,0,10.9,0.13625,0.516587677725118
"678","Paul George",1.7,"Moderate","normal","outstanding",3.7,"normal","normal","outstanding","Moderate",1,151.2,0.909090909090909,0,10.5,0.172131147540984,0.507246376811594
"679","Derrick Favors",2.2,"Low","outstanding","outstanding",5.3,"normal","normal","outstanding","Moderate",1,111.2,0.4,0,11,0.141025641025641,0.558375634517767
"680","Kay Felder",2,"Moderate","normal","normal",1.3,"normal","normal","normal","Low",0,164.6,0.571428571428572,0,6,0.4,0.545454545454545
"681","Al-Farouq Aminu",1.5,"Moderate","normal","normal",3.3,"normal","normal","normal","Moderate",1,148.2,0.538461538461538,0,6.8,0.0839506172839506,0.379888268156425
"682","Ekpe Udoh",1.1,"Low","outstanding","normal",3.1,"normal","normal","outstanding","Moderate",1,109.3,0.5,0,7.5,0.129310344827586,0.421348314606741
"683","Manny Harris",1.7,"Moderate","normal","normal",2.6,"normal","normal","normal","Moderate",0,150.7,0.5,0,6.5,0.12037037037037,0.375722543352601
"684","Gordon Hayward",1.3,"Low","normal","normal",1.9,"normal","normal","normal","Moderate",1,166.9,0.4,0,6.7,0.0930555555555556,0.396449704142012
"685","Patrick Patterson",0.8,"Moderate","outstanding","normal",3.8,"normal","normal","outstanding","Low",1,127.2,0.5,0,11.2,0.215384615384615,0.670658682634731
"686","Trevor Booker",1.6,"Low","outstanding","normal",3.9,"normal","normal","outstanding","Low",1,122.2,0.833333333333333,0,9,0.138461538461538,0.548780487804878
"687","Larry Sanders",0.8,"Low","normal","normal",3,"normal","normal","outstanding","Low",1,99.3,0.666666666666667,0,7.1,0.118333333333333,0.489655172413793
"688","Luke Harangody",0.5,"Moderate","normal","normal",2.9,"normal","normal","normal","Low",0,135.6,1,0,6.2,0.126530612244898,0.473282442748092
"689","Quincy Pondexter",0.5,"Low","normal","normal",1.3,"normal","normal","normal","Low",1,147.2,1.5,0,3.7,0.056060606060606,0.333333333333333
"690","Ben Uzoh",1.3,"Low","normal","normal",1.5,"normal","normal","normal","Low",0,138.8,0.5,0,5.1,0.121428571428571,0.490384615384615
"691","Ish Smith",0.5,"Low","normal","normal",1.1,"normal","normal","normal","Moderate",1,124.5,0.5,0,3.7,0.086046511627907,0.359223300970874
"692","Lazar Hayward",1,"Moderate","normal","normal",1.7,"normal","normal","normal","Low",0,142.6,0.6,0,4.1,0.0976190476190476,0.41
"693","Jeremy Evans",0.8,"Low","normal","normal",2,"normal","normal","normal","Low",1,136.4,0.75,0,6.4,0.130612244897959,0.680851063829787
"694","Cole Aldrich",0.2,"Low","normal","normal",1.9,"normal","normal","outstanding","Low",1,103.3,0.75,0,3.2,0.177777777777778,0.40506329113924
"695","Armon Johnson",0.6,"Low","normal","normal",0.9,"normal","normal","normal","Moderate",0,146.3,0.1,0,3.2,0.0842105263157895,0.438356164383562
"696","Mustafa Shakur",0.7,"Low","normal","normal",1,"normal","normal","normal","Moderate",0,98.9,0.25,0,2.5,0.113636363636364,0.347222222222222
"697","Derrick Caracter",0.6,"Moderate","normal","normal",1,"normal","normal","normal","Low",0,122.4,0.2,0,2.4,0.0585365853658537,0.461538461538462
"698","Tyreke Evans",6.5,"Moderate","normal","outstanding",5.3,"outstanding","outstanding","outstanding","High",1,146.1,0.5,1,22.2,0.308333333333333,0.596774193548387
"699","Stephen Curry",2.5,"Moderate","normal","outstanding",4.5,"outstanding","outstanding","normal","High",1,178.4,0.633333333333333,1,23.4,0.2925,0.646408839779005
"700","Brandon Jennings",3.3,"Moderate","normal","outstanding",3.4,"outstanding","outstanding","normal","High",1,156.2,0.541666666666667,1,16.6,0.202439024390244,0.50920245398773
"701","Denzel Valentine",0.4,"Moderate","normal","normal",1.6,"normal","normal","normal","Low",0,141.4,0.75,0,2.8,0.127272727272727,0.264150943396226
"702","Jonny Flynn",3.3,"Moderate","normal","normal",2.4,"outstanding","normal","normal","High",0,160.1,0.344827586206897,1,13.1,0.161728395061728,0.453287197231834
"703","Darren Collison",2.3,"Moderate","normal","normal",2.5,"outstanding","normal","normal","High",1,172.8,0.37037037037037,1,16.1,0.211842105263158,0.579136690647482
"704","Taj Gibson",2.1,"Low","outstanding","outstanding",7.5,"normal","normal","outstanding","Moderate",1,114,0.428571428571429,0,15.7,0.191463414634146,0.58364312267658
"705","Marcus Thornton",2.4,"Moderate","normal","normal",2.9,"normal","normal","normal","Moderate",1,163.9,0.8,1,15.4,0.210958904109589,0.6015625
"706","Wesley Matthews",2.4,"Moderate","normal","normal",2.3,"normal","normal","normal","Moderate",1,169.4,0.727272727272727,0,10.4,0.126829268292683,0.421052631578947
"707","Jrue Holiday",1.2,"Moderate","normal","normal",2.6,"outstanding","outstanding","normal","High",1,158.8,0.523809523809524,0,11.8,0.161643835616438,0.487603305785124
"708","James Harden",3.2,"Moderate","normal","normal",3.2,"normal","outstanding","normal","Moderate",1,158.6,0.785714285714286,0,10.3,0.135526315789474,0.449781659388647
"709","Terrence Williams",1.8,"Moderate","normal","outstanding",4.5,"outstanding","normal","normal","High",0,142.6,0.375,0,11.4,0.146153846153846,0.504424778761062
"710","Taurean Waller-Prince",0.7,"Moderate","normal","normal",2,"normal","normal","normal","Low",0,154.2,0.428571428571429,0,4.6,0.23,0.46
"711","DeMar DeRozan",2.5,"Moderate","normal","normal",2.9,"normal","normal","normal","Moderate",1,151.1,0.75,0,9.7,0.125974025974026,0.449074074074074
"712","Ty Lawson",2.2,"Moderate","normal","normal",1.9,"outstanding","normal","normal","Moderate",1,168.2,0.538461538461538,0,10.7,0.164615384615385,0.527093596059113
"713","Chase Budinger",1.2,"Moderate","normal","normal",3,"normal","normal","normal","Low",1,158,0.714285714285714,0,11,0.148648648648649,0.54726368159204
"714","Toney Douglas",1.2,"Moderate","normal","normal",1.9,"normal","normal","normal","Moderate",1,165.6,0.8,0,10.6,0.189285714285714,0.54639175257732
"715","DeJuan Blair",2,"Low","outstanding","outstanding",6.4,"normal","normal","outstanding","Moderate",1,110.3,0.428571428571429,0,13.5,0.164634146341463,0.741758241758242
"716","Wayne Ellington",0.9,"Moderate","normal","normal",2.1,"normal","normal","normal","Moderate",1,169,0.3,0,7.3,0.0960526315789473,0.401098901098901
"717","Sam Young",2.2,"Moderate","normal","normal",2.5,"normal","normal","normal","Moderate",0,142.4,0.333333333333333,0,7.3,0.09125,0.442424242424242
"718","Eric Maynor",0.9,"Moderate","normal","normal",1.6,"outstanding","normal","normal","Moderate",1,145,0.454545454545455,0,7.5,0.0925925925925926,0.477707006369427
"719","A.J. Price",1.3,"Moderate","normal","normal",1.6,"normal","normal","normal","Moderate",1,155.5,0.545454545454545,0,8,0.142857142857143,0.51948051948052
"720","Karl-Anthony Towns",3.4,"Moderate","outstanding","outstanding",10.5,"normal","normal","outstanding","High",0,169.4,0.318181818181818,2,28.7,0.35,0.896875
"721","Jordan Hill",1.4,"Low","outstanding","normal",3.7,"normal","normal","outstanding","Low",1,116.9,0.5,0,8,0.170212765957447,0.601503759398496
"722","Austin Daye",0.8,"Moderate","normal","normal",2.5,"normal","normal","outstanding","Low",1,159,0.571428571428572,0,7.1,0.102898550724638,0.533834586466165
"723","Chris Hunter",1.2,"Moderate","normal","normal",2.8,"normal","normal","outstanding","Low",0,125.6,0.4,0,7,0.116666666666667,0.534351145038168
"724","Jon Brockman",1.2,"Low","outstanding","normal",4.1,"normal","normal","normal","Low",0,113.1,0.75,0,6.3,0.121153846153846,0.5
"725","Garrett Temple",1.9,"Low","normal","normal",1.1,"normal","normal","normal","Moderate",1,148.7,0.5,0,4.2,0.155555555555556,0.338709677419355
"726","Jodie Meeks",0.7,"Moderate","normal","normal",1.6,"normal","normal","normal","Low",1,150.1,0.75,0,5.2,0.0866666666666667,0.433333333333333
"727","Dante Cunningham",0.8,"Low","normal","normal",2.5,"normal","normal","normal","Low",1,114.1,2,0,6.3,0.1,0.5625
"728","DeMarre Carroll",0.7,"Low","normal","normal",2.1,"normal","normal","normal","Low",1,101.9,1.33333333333333,0,4.3,0.0605633802816901,0.383928571428571
"729","Jeff Ayres",0.5,"Moderate","normal","normal",2.5,"normal","normal","outstanding","Low",1,156.2,0.666666666666667,0,5.5,0.141025641025641,0.528846153846154
"730","Jeff Teague",0.7,"Moderate","normal","normal",0.9,"normal","normal","normal","Low",1,145.2,0.714285714285714,0,4.4,0.0619718309859155,0.435643564356436
"731","Derrick Brown",1.3,"Low","normal","normal",1.4,"normal","normal","normal","Low",0,141.6,1.33333333333333,0,3.8,0.0666666666666667,0.404255319148936
"732","DaJuan Summers",0.9,"Low","normal","normal",1,"normal","normal","normal","Low",0,142.2,0.5,0,2.5,0.0568181818181818,0.271739130434783
"733","Gerald Henderson",1.1,"Moderate","normal","normal",1.3,"normal","normal","normal","Low",1,131.2,0.666666666666667,0,2.6,0.0604651162790698,0.313253012048193
"734","Gerald Henderson",1.1,"Moderate","normal","normal",1.3,"normal","normal","normal","Low",1,131.2,0.666666666666667,0,2.6,0.0604651162790698,0.313253012048193
"735","Earl Clark",0.7,"Moderate","normal","normal",1.2,"normal","normal","normal","Low",1,149.3,0.2,0,2.7,0.0529411764705882,0.36
"736","Cedric Jackson",1,"Low","normal","normal",0.7,"normal","normal","normal","Moderate",0,105,0.333333333333333,0,1.5,0.125,0.238095238095238
"737","Marcus Landry",0.3,"Low","normal","normal",1.1,"normal","normal","normal","Low",0,129.3,0.333333333333333,0,2.5,0.138888888888889,0.403225806451613
"738","Jahlil Okafor",3.7,"Low","outstanding","outstanding",7,"normal","normal","outstanding","High",0,136.1,0.173913043478261,1,21.5,0.405660377358491,0.716666666666667
"739","Lester Hudson",0.5,"Moderate","normal","normal",0.7,"normal","normal","normal","Low",0,155.5,0.5,0,2.3,0.092,0.442307692307692
"740","O.J. Mayo",3.4,"Moderate","normal","outstanding",3.8,"outstanding","outstanding","normal","High",1,170.1,0.392857142857143,1,18.8,0.229268292682927,0.494736842105263
"741","Derrick Rose",3.1,"Moderate","outstanding","outstanding",3.9,"outstanding","normal","normal","High",1,148.5,0.32,1,21.7,0.267901234567901,0.586486486486486
"742","Eric Gordon",4.5,"Moderate","normal","normal",2.6,"outstanding","normal","outstanding","High",1,169.9,0.476190476190476,1,15.4,0.197435897435897,0.448979591836735
"743","Russell Westbrook",5.2,"Moderate","outstanding","outstanding",4.9,"outstanding","outstanding","normal","High",1,148.4,0.393939393939394,1,15.7,0.191463414634146,0.483076923076923
"744","Mario Chalmers",2.4,"Moderate","normal","normal",2.8,"outstanding","outstanding","normal","High",1,155.4,0.95,1,14,0.170731707317073,0.4375
"745","Brook Lopez",2.6,"Moderate","outstanding","outstanding",8.1,"normal","normal","outstanding","High",1,132.4,0.277777777777778,1,20.7,0.252439024390244,0.678688524590164
"746","Jason Thompson",3.5,"Low","outstanding","outstanding",7.4,"normal","normal","outstanding","High",1,118.9,0.333333333333333,1,15.5,0.189024390243902,0.551601423487545
"747","D.J. Augustin",3.2,"Moderate","normal","normal",1.8,"outstanding","normal","normal","High",1,176.2,0.375,1,11.7,0.1625,0.441509433962264
"748","Justise Winslow",1.5,"Low","normal","outstanding",5.2,"normal","normal","normal","Moderate",0,138.2,0.75,0,10.7,0.137179487179487,0.374125874125874
"749","Kevin Love",4.1,"Moderate","outstanding","outstanding",9.1,"normal","normal","outstanding","Moderate",1,135.3,0.266666666666667,1,15.9,0.196296296296296,0.628458498023715
"750","Courtney Lee",1.2,"Moderate","normal","normal",2.3,"normal","normal","normal","Moderate",1,168.4,1.11111111111111,0,10.4,0.135064935064935,0.412698412698413
"751","Michael Beasley",3,"Moderate","outstanding","outstanding",5.4,"normal","normal","outstanding","Moderate",1,165.1,0.333333333333333,1,16.2,0.2,0.653225806451613
"752","Brandon Rush",0.9,"Low","normal","outstanding",3.1,"normal","normal","outstanding","Moderate",1,149.3,0.5,0,9.9,0.132,0.4125
"753","Anthony Morrow",1.4,"Moderate","outstanding","normal",3,"normal","normal","normal","Moderate",1,181.5,0.625,1,12.4,0.185074626865672,0.548672566371681
"754","Greg Oden",3.7,"Low","outstanding","outstanding",7,"normal","normal","outstanding","Moderate",0,120.1,0.285714285714286,0,13.4,0.219672131147541,0.623255813953488
"755","Kyle Weaver",1,"Low","normal","normal",2.3,"normal","normal","outstanding","Moderate",0,151,0.666666666666667,0,8.1,0.144642857142857,0.389423076923077
"756","Ryan Anderson",1.8,"Moderate","outstanding","outstanding",4.7,"normal","normal","normal","Moderate",1,160.3,0.777777777777778,0,9.8,0.148484848484848,0.492462311557789
"757","Darrell Arthur",0.8,"Low","outstanding","outstanding",4.6,"normal","normal","outstanding","Low",1,110.5,1.16666666666667,0,10.1,0.132894736842105,0.523316062176166
"758","George Hill",1.9,"Moderate","normal","normal",2.1,"normal","normal","normal","Moderate",1,151.3,0.6,0,6.6,0.0857142857142857,0.4
"759","Marreese Speights",1.7,"Moderate","outstanding","normal",3.7,"normal","normal","outstanding","Low",1,152.5,0.5,0,10.5,0.132911392405063,0.65625
"760","JaVale McGee",2.2,"Low","outstanding","normal",3.9,"normal","normal","outstanding","Moderate",1,115.4,0.5,0,8.9,0.118666666666667,0.585526315789474
"761","Mike Taylor",1.6,"Low","normal","normal",1.7,"outstanding","normal","normal","Moderate",0,142.8,0.5,0,6.4,0.125490196078431,0.423841059602649
"762","DeAndre Jordan",2.1,"Low","outstanding","outstanding",4.5,"normal","normal","outstanding","Moderate",1,101.8,0.25,0,8.2,0.154716981132075,0.56551724137931
"763","Roy Hibbert",2.1,"Low","outstanding","normal",3.5,"normal","normal","outstanding","Moderate",1,113.8,0.375,0,9.4,0.134285714285714,0.652777777777778
"764","Bobby Brown",0.6,"Moderate","normal","normal",0.8,"normal","normal","normal","Moderate",0,152.9,0.333333333333333,0,5.5,0.0808823529411765,0.401459854014599
"765","D'Angelo Russell",2.4,"Moderate","normal","outstanding",3.4,"outstanding","outstanding","normal","High",0,149.8,0.48,1,14.2,0.1775,0.50354609929078
"766","Chris Douglas-Roberts",1.4,"Moderate","normal","normal",1.1,"normal","normal","normal","Low",1,153.3,0.428571428571429,0,5.2,0.118181818181818,0.390977443609023
"767","Jerryd Bayless",1.9,"Moderate","normal","normal",1.1,"normal","normal","normal","Moderate",1,143,0.272727272727273,0,3.2,0.0603773584905661,0.258064516129032
"768","Cory Alexander",1.4,"Low","normal","normal",1.9,"normal","normal","outstanding","Moderate",1,146.3,0.333333333333333,0,5,0.0847457627118644,0.413223140495868
"769","Cory Alexander",0.4,"Low","normal","normal",0.7,"normal","normal","normal","Moderate",1,144,0.454545454545455,0,4.1,0.0683333333333333,0.440860215053763
"770","Kosta Koufos",1.1,"Low","normal","normal",2.9,"normal","normal","outstanding","Low",1,121.4,0.6,0,7.5,0.15625,0.635593220338983
"771","Rob Kurz",1.3,"Moderate","normal","normal",2,"normal","normal","outstanding","Low",0,158.4,0.75,0,4.8,0.12,0.432432432432432
"772","Anthony Tolliver",0.5,"Low","normal","normal",2.2,"normal","normal","normal","Low",1,101.2,0.75,0,3.9,0.205263157894737,0.357798165137615
"773","Devin Booker",3.4,"Moderate","normal","normal",2.5,"outstanding","normal","normal","High",0,160.6,0.285714285714286,1,12.5,0.164473684210526,0.451263537906137
"774","Robin Lopez",1.1,"Low","normal","normal",2,"normal","normal","outstanding","Low",1,120.9,0.4,0,4.6,0.0766666666666667,0.450980392156863
"775","Darnell Jackson",0.7,"Low","normal","normal",1.7,"normal","normal","normal","Low",0,111.6,0.666666666666667,0,2.8,0.0549019607843137,0.333333333333333
"776","Sean Singletary",0.6,"Moderate","normal","normal",0.9,"normal","normal","normal","Low",0,162.2,0.5,0,2.5,0.0675675675675676,0.304878048780488
"777","Kevin Durant",5.6,"Moderate","normal","outstanding",4.3,"outstanding","normal","outstanding","High",1,159.1,0.344827586206897,1,17.9,0.22375,0.517341040462428
"778","Jeff Green",3,"Moderate","outstanding","outstanding",4.7,"normal","normal","outstanding","High",1,144.7,0.3,1,11.5,0.14375,0.407801418439716
"779","Jamario Moon",1.1,"Moderate","outstanding","outstanding",6.2,"normal","normal","outstanding","Low",1,155.4,1.42857142857143,0,16.3,0.208974358974359,0.586330935251798
"780","Al Thornton",3.6,"Moderate","outstanding","outstanding",4.5,"normal","normal","outstanding","High",0,150.3,0.375,1,12.7,0.160759493670886,0.465201465201465
"781","Mike Conley",2.3,"Moderate","normal","normal",2.6,"outstanding","normal","normal","High",1,149,0.470588235294118,0,11.9,0.224528301886792,0.455938697318008
"782","Stanley Johnson",1.4,"Moderate","normal","outstanding",4.2,"normal","normal","normal","High",0,146.6,0.5,0,9.9,0.135616438356164,0.428571428571429
"783","Daequan Cook",1,"Moderate","normal","outstanding",3,"normal","normal","normal","Moderate",1,153.8,0.363636363636364,0,9.4,0.159322033898305,0.385245901639344
"784","Corey Brewer",1.4,"Moderate","normal","outstanding",3.7,"normal","normal","normal","Moderate",1,136.8,0.909090909090909,0,8.1,0.10253164556962,0.355263157894737
"785","Thaddeus Young",1.4,"Moderate","outstanding","normal",4.2,"normal","normal","normal","Moderate",1,159.3,1.11111111111111,0,12.6,0.17027027027027,0.6
"786","Joakim Noah",2.6,"Low","outstanding","outstanding",5.6,"normal","normal","outstanding","Moderate",1,117.3,0.75,0,11.1,0.15,0.536231884057971
"787","Wilson Chandler",1.5,"Low","outstanding","normal",3.6,"normal","normal","outstanding","Moderate",1,136.8,0.5,0,9.5,0.271428571428571,0.48469387755102
"788","Rodney Stuckey",2.7,"Moderate","normal","normal",2.3,"outstanding","normal","normal","Moderate",1,140.3,0.642857142857143,0,8.3,0.145614035087719,0.436842105263158
"789","Jared Dudley",1.6,"Moderate","outstanding","normal",3.9,"normal","normal","normal","Low",1,142.5,1.14285714285714,0,9,0.123287671232877,0.473684210526316
"790","Sean Williams",1.8,"Low","outstanding","outstanding",4.4,"normal","normal","outstanding","Moderate",0,114.7,0.4,0,9.6,0.131506849315069,0.548571428571429
"791","Myles Turner",2,"Moderate","outstanding","outstanding",5.5,"normal","normal","outstanding","Moderate",0,143.9,0.363636363636364,1,15.2,0.253333333333333,0.666666666666667
"792","Carl Landry",2.6,"Low","outstanding","normal",4.9,"normal","normal","normal","Low",1,127.7,0.666666666666667,0,12.1,0.288095238095238,0.715976331360947
"793","Acie Law",0.9,"Moderate","normal","normal",1,"normal","normal","normal","Moderate",0,139.9,0.5,0,5,0.0892857142857143,0.324675324675325
"794","Nick Young",1.7,"Moderate","normal","normal",1.5,"normal","normal","normal","Moderate",1,165.4,0.384615384615385,0,6.6,0.088,0.428571428571429
"795","Jason Smith",1.1,"Low","normal","normal",3,"normal","normal","outstanding","Low",1,140,0.5,0,6.8,0.0894736842105263,0.465753424657534
"796","Glen Davis",2.2,"Low","outstanding","normal",3,"normal","normal","normal","Moderate",1,114.4,0.555555555555556,0,5.6,0.0811594202898551,0.411764705882353
"797","Javaris Crittenton",2.1,"Low","normal","normal",2.2,"normal","normal","normal","Moderate",0,138.3,0.363636363636364,0,5.3,0.106,0.389705882352941
"798","Spencer Hawes",0.8,"Low","normal","normal",3.2,"normal","normal","outstanding","Moderate",1,130.4,0.25,0,7.4,0.104225352112676,0.564885496183206
"799","Arron Afflalo",1.2,"Moderate","normal","normal",1.8,"normal","normal","normal","Low",1,140.1,0.8,0,4.4,0.0586666666666667,0.341085271317829
"800","Aaron Brooks",1,"Moderate","normal","normal",1.1,"normal","normal","normal","Moderate",1,160,0.333333333333333,0,5.7,0.111764705882353,0.478991596638655
"801","C.J. Watson",0.9,"Moderate","normal","normal",1,"normal","normal","normal","Low",1,156.5,0.833333333333333,0,4.2,0.13125,0.365217391304348
"802","Julian Wright",0.9,"Low","normal","normal",2.1,"normal","normal","normal","Low",0,158.5,0.833333333333333,0,6.1,0.107017543859649,0.544642857142857
"803","Chris Richard",0.5,"Low","normal","normal",2.6,"normal","normal","normal","Low",0,106.4,0.4,0,4.1,0.0788461538461539,0.383177570093458
"804","Nick Fazekas",0.8,"Low","outstanding","normal",3.4,"normal","normal","outstanding","Low",0,124.3,0.6,0,7.7,0.296153846153846,0.747572815533981
"805","Aaron Gray",1.6,"Low","outstanding","normal",2.8,"normal","normal","normal","Moderate",1,107.1,0.333333333333333,0,6,0.0983606557377049,0.6
"806","Dominic McGuire",0.5,"Low","normal","normal",2,"normal","normal","outstanding","Low",1,98.4,0.5,0,3.2,0.0457142857142857,0.323232323232323
"807","Brandan Wright",1.1,"Low","normal","normal",2.6,"normal","normal","outstanding","Low",1,122.9,0.666666666666667,0,6.5,0.171052631578947,0.656565656565657
"808","Jermareo Davidson",0.7,"Low","normal","normal",1.6,"normal","normal","outstanding","Low",0,105.1,0.4,0,3.8,0.1,0.447058823529412
"809","Mario West",0.4,"Low","normal","normal",0.8,"normal","normal","normal","Low",0,108.3,2,0,1.5,0.0234375,0.357142857142857
"810","Demetris Nichols",0,"Low","normal","normal",0.4,"normal","normal","normal","Low",0,49.2,0,0,0.7,0.05,0.225806451612903
"811","Willie Cauley-Stein",1.9,"Low","outstanding","outstanding",5.3,"normal","normal","outstanding","Low",0,121.1,1,0,12.7,0.192424242424242,0.593457943925234
"812","Brandon Roy",4.2,"Moderate","normal","outstanding",4.4,"outstanding","outstanding","normal","High",1,167.1,0.6,1,19.2,0.336842105263158,0.542372881355932
"813","Adam Morrison",2.2,"Low","normal","normal",2.9,"outstanding","normal","normal","High",0,142.3,0.235294117647059,1,10.5,0.134615384615385,0.352348993288591
"814","Rudy Gay",2.7,"Moderate","outstanding","outstanding",4.5,"normal","normal","outstanding","High",1,151.3,0.5,1,12.4,0.158974358974359,0.459259259259259
"815","Rajon Rondo",2.4,"Low","normal","outstanding",3.7,"outstanding","outstanding","normal","High",1,127.2,0.888888888888889,0,10.4,0.133333333333333,0.442553191489362
"816","Randy Foye",2.3,"Moderate","normal","normal",2.7,"outstanding","normal","normal","High",1,165.6,0.368421052631579,1,11.4,0.139024390243902,0.497816593886463
"817","LaMarcus Aldridge",1.8,"Moderate","outstanding","outstanding",5,"normal","normal","outstanding","Low",1,122.5,0.428571428571429,0,13.4,0.212698412698413,0.606334841628959
"818","Tarence Kinsey",2,"Moderate","normal","normal",2,"normal","outstanding","normal","Moderate",0,153.6,1.1,0,8.2,0.170833333333333,0.407960199004975
"819","Josh Richardson",1.2,"Low","normal","normal",2.1,"normal","normal","outstanding","Low",0,158,1,0,9,0.173076923076923,0.422535211267606
